date,politics,diplomacy,military,economy,society,information,infrastructure
2025-02-12,3.2106056896602944,46.58023416622184,46.36497270220701,48.80225853976289,45.19401132648925,25.840576180528416,11.804563600424947
2025-02-13,2.095851581263627,45.92246976996245,43.359927446852836,49.02087660515181,45.42177006073027,33.186860978442326,10.450031981189822
2025-02-14,1.2099481527620952,45.21241009548975,39.62292982229404,49.21787750295663,45.64848662664999,39.801837867680575,10.000146901739448
2025-02-15,0.5617470583725748,44.45182992219803,35.30296213104391,49.393083945666476,45.874138352780754,45.09461066379052,10.482880037331078
2025-02-16,0.1577249091633881,43.642630304418006,30.57224785250615,49.546338259308996,46.098702674137996,48.592391736102606,11.868217379673572
2025-02-17,0.0019185608974794377,42.786833819771104,25.619385636333945,49.677502525346256,46.32215713447671,49.98273471869794,14.07002536259245
2025-02-18,0.09588477910398652,41.88657951377877,20.641830469425464,49.78645870479216,46.54447938853707,49.141444413731946,16.951406229993474
2025-02-19,0.4386846843916885,40.94411755336259,15.83802176870179,49.87310874443952,46.76564720427895,46.14367077857335,20.33320967528309
2025-02-20,1.026893133421538,39.96180360259891,11.399472227765756,49.93737466510136,46.985638465105076,41.257196003927916,24.00517153973199
2025-02-21,1.8546329418066954,38.942092934785414,7.503132810161407,49.9791986317869,47.20443117207269,34.918514328265346,27.73898701946701
2025-02-22,2.9136336069961715,37.887534295536604,4.304338272858658,49.998543005749156,47.42200344609342,27.693841307486103,31.302505552399616
2025-02-23,4.19331394440248,36.80076353224706,1.9306144596798163,49.99539037835727,47.63833353012117,20.228535465645308,34.47416481577358
2025-02-24,5.68088781110032,35.68449700584574,0.4765942483377117,49.9697435867631,47.85339979132783,13.189450340038347,37.05676639827431
2025-02-25,7.361491860740202,34.54152480130829,0.0002448362324116715,49.92162571134797,48.06718072326648,7.205366440771925,38.88973664212941
2025-02-26,9.218334053191976,33.37470375389762,0.5205567712170769,49.8510800549519,48.279654948022085,2.810824160462385,39.859110335423054
2025-02-27,11.23286143505906,32.18695030856361,2.0167868583831066,49.75817010390395,48.49080121834923,0.39837487295893226,39.90461651699144
2025-02-28,13.384945514656085,30.98123323034955,4.429285125782304,49.64297947088883,48.70059841979684,0.1835154882341712,39.023425832870245
2025-03-01,15.6530833792441,29.760566184025677,7.661872880571941,49.50561181970114,48.909025572819594,2.1854387552203853,37.27032645182041
2025-03-02,18.014612545026853,28.52800020149668,11.585677049989126,49.34619077195488,49.116061834875886,6.2253188307080976,34.75431760235675
2025-03-03,20.445937393197624,27.286616055810917,16.044267944079323,49.16485979583244,49.32168650251203,11.942285259331712,31.63183252864809
2025-03-04,22.92276492956259,26.03951656083226,20.859895613792265,48.96178207697285,49.52587901343263,18.825658456584392,28.097012229066948
2025-03-05,25.420347512108766,24.789818815821274,25.840576180528462,48.737140371615766,49.728618948556736,26.26056719517028,24.369634709217387
2025-03-06,27.91373012126234,23.540646414310498,30.787745627538474,48.49113684213312,49.929886034059805,33.58287322049738,20.68145025002402
2025-03-07,30.37799970219539,22.29512163674729,35.50417592066602,48.223992875096734,50.12966014340099,40.13849674299003,17.26177229772836
2025-03-08,32.78853408783446,21.056357646418782,39.80183786768061,47.935948882045246,50.32792129933584,45.34184343767764,14.323219864463153
2025-03-09,35.121248015414956,19.827450708165006,43.50939724881121,47.62726408313003,50.52464967591399,48.72811384119734,12.048497907881416
2025-03-10,37.352833778465225,18.61147244932921,46.47904537141242,47.29821627383449,50.71982560046172,49.99482250356673,10.579037621806648
2025-03-11,39.460994109705005,17.411462182289267,48.59239173610262,46.94910157497695,50.9134295555492,49.02881811255291,10.006202929611742
2025-03-12,41.424664967969726,16.230419307759504,49.76518389237176,46.58023416622184,51.105442180942276,45.9163909634014,10.365609917977636
2025-03-13,43.22422600314691,15.071295817850995,49.95066631790904,46.19194600333925,51.295844275538414,40.935564903755974,11.634912401127199
2025-03-14,44.84169659622883,13.936988917628689,49.14144441373193,45.78458651946708,51.484616799286826,34.53126229137359,13.735191298424857
2025-03-15,46.260915515714125,12.830333783607506,47.36977930351259,45.3585223106449,51.671740875092446,27.275560404996195,16.53586144057217
2025-03-16,47.46770239529067,11.754096477287664,44.70630168438291,44.91413680590217,51.85719779070362,19.81658948483103,19.86279072295581
2025-03-17,48.449999419368474,10.710967031441406,41.257196003927916,44.45182992219803,52.04096900058335,12.820637188487263,23.50912679651728
2025-03-18,49.197991800787165,9.703552726432019,37.15996722134496,43.972017704523054,52.223036127763784,6.9126310988938755,27.248158144944284
2025-03-19,49.70420584692501,8.734371573370815,32.57795891864256,43.47513195148677,52.40338096568392,2.620315804507996,30.847409908695678
2025-03-20,49.96358363436512,7.805846020400647,27.693841307486057,42.96161982672815,52.58198548001026,0.32711104698378435,34.08309804579402
2025-03-21,49.9735335459943,6.920296897837197,22.70232874430796,42.431943456498445,52.7588318104402,0.2378619775710895,36.75404313967533
2025-03-22,49.733956165584544,6.079937617301791,17.802417083373367,41.88657951377878,52.93390227248807,2.3605409498344017,38.69417876091441
2025-03-23,49.247245271127156,5.286868639345123,13.189450340038347,41.32601878930663,53.107179359253564,6.505535373052666,39.78287667347679
2025-03-24,48.518263916994314,4.5430722233897285,9.047332941301246,40.750765749897305,53.2786457431724,12.30258524023437,39.95244691418199
2025-03-25,47.55429584390733,3.8504074731138367,5.5411980366425375,40.161338084457874,53.44828427774907,19.233857351815107,39.19234642676306
2025-03-26,46.36497270220701,3.2106056896602944,2.810824160462385,39.55826623810205,53.61607799927148,26.680201813136872,37.54983457804084
2025-03-27,44.96217781558725,2.6252660442854108,0.9650627030110783,38.94209293478542,53.782010128507316,33.97645885055421,35.127034799392014
2025-03-28,43.359927446852836,2.095851581263627,0.07749834896009844,38.31337268889053,53.94606407238192,40.47087555300098,32.07458504641294
2025-03-29,41.57423075205455,1.6236855610387657,0.18351548823418184,37.67267130620134,54.108223425637625,45.58332501845199,28.58227186044374
2025-03-30,39.62292982229404,1.2099481527620952,1.2788875520468999,37.02056537471621,54.26847197247423,48.85712736231743,24.86723036064394
2025-03-31,37.525521411447116,0.8556734844840292,3.3199455128604676,36.35764174575766,54.4267936881706,49.999843571425515,21.160443833960002
2025-04-01,35.30296213104391,0.5617470583725748,6.2253188307080976,35.684497005845756,54.58317274068709,48.90939821011258,17.692382313092356
2025-04-02,32.9774590587338,0.3289035374190874,9.879179439842897,35.001736939810485,54.73759349224876,45.68319751488447,14.678673066125544
2025-04-03,30.57224785250615,0.1577249091633881,14.135859448202662,34.309975985626394,54.89004050090915,40.609428385409856,12.30669393737244
2025-04-04,28.111360587676543,0.04863903102801359,18.825658456584478,33.609836681459754,55.04049852209443,34.141315507065535,10.723923100564697
2025-04-05,25.619385636333945,0.0019185608974794377,23.761608978040815,32.90194910542635,55.18895251012786,26.856636139609034,10.028769580309056
2025-04-06,23.121221988454767,0.0176802756155503,28.746930241573807,32.18695030856361,55.33538761973435,19.40610899533009,10.264454655573651
2025-04-07,20.641830469425464,0.09588477910398652,33.58287322049747,31.46548374152777,55.47978920752496,12.455267474485723,11.416324569900642
2025-04-08,18.205984339726395,0.23633660083217123,38.07664412894248,30.738198675531617,55.622142833461254,6.625009548780618,13.412761631008442
2025-04-09,15.83802176870179,0.4386846843916885,42.04909050170339,30.005749618044263,55.762434262299266,2.4361347947453638,16.129637052023135
2025-04-10,13.561602655616966,0.7024232649544793,45.34184343767764,29.268795723778645,55.90064946501302,0.26282291863662266,19.39802867823828
2025-04-11,11.399472227765756,1.026893133421538,47.823631268190695,28.52800020149668,56.03677462019741,0.2992093976784531,23.014723748533406
2025-04-12,9.373233777677914,1.4112832841023426,49.395512944174406,27.78402971716625,56.17079611545038,2.5420439360660936,26.75485368061546
2025-04-13,7.503132810161407,1.8546329418066954,49.99482250356674,27.037553794006726,56.30270054873407,6.790980804210104,30.385875310332523
2025-04-14,5.807854755910437,2.3558339632823895,49.597667365465405,26.289244209963364,56.43247472971508,12.666475126080542,33.682029299316255
2025-04-15,4.304338272858658,2.9136336069961715,48.21988085193101,25.5397743931524,56.560105681083456,19.643686492602807,36.43837675719404
2025-04-16,3.007606000708247,3.526637664335201,45.9163909634014,24.789818815821285,56.68558063985043,27.09936139229367,38.48354134918701
2025-04-17,1.9306144596798163,4.19331394440248,42.7790305726495,24.040052387369126,56.808887058624656,34.36750659123647,39.690364646558756
2025-04-18,1.0841245932452885,4.911996103696119,38.93287633794146,23.291149846973806,56.93001260686704,40.79888032517212,39.98381222183236
2025-04-19,0.4765942483377117,5.68088781110032,34.5312622913735,22.543785156372294,57.04894517212369,45.818987132694495,39.345638926067544
2025-04-20,0.11409366734056547,6.49806723777764,29.749666894885944,21.79863089334051,57.165672861237184,48.97939582382696,37.81552328385283
2025-04-21,0.0002448362324116715,7.361491860740202,24.778717267739903,21.056357646418796,57.280184001535886,49.99779650268168,35.48860047482647
2025-04-22,0.13618529490027242,8.269003568093467,19.816589484830942,20.317633411427423,57.392467142001195,48.78321846966956,32.50954728898623
2025-04-23,0.5205567712170769,9.218334053191976,15.061107921964096,19.58312299031551,57.50251105441262,45.44415636316104,29.063586824618035
2025-04-24,1.1495187524477757,10.207110484224765,10.701858622260904,18.853487392884084,57.610304734470645,40.2788786565649,25.364972213158033
2025-04-25,2.0167868583831066,11.23286143505906,6.9126310988938755,18.1293832419219,57.71583740289708,33.74878422391672,21.643665397198053
2025-04-26,3.1136956327892875,12.293023062518541,3.8444898956207325,17.411462182289277,57.81909850651303,26.437186952623115,18.13103921069783
2025-04-27,4.429285125782304,13.384945514656085,1.6197521201364928,16.700370294481647,57.92007771929417,18.997210051155637,15.045491736805486
2025-04-28,5.950410402024197,14.505899554003527,0.3271110469837666,15.996747513200797,58.01876494340339,12.093444498001826,12.578867372841332
2025-04-29,7.661872880571941,15.6530833792441,0.01810019658431017,15.301227051456742,58.115150310200505,6.342583108877093,10.884528874855697
2025-04-30,9.546572194074168,16.823629628256484,0.7050388564034158,14.614434830718853,58.20922418122917,2.2583332041618682,10.067822004258174
2025-05-01,11.585677049989126,18.014612545026853,2.3605409498344017,13.936988917628698,58.30097714918065,0.2055286639221059,10.179525638607073
2025-05-02,13.758813386635003,19.223055292515216,4.918606832651186,13.269498967781821,58.39040003883465,0.3675404039699046,11.212694586946341
2025-05-03,16.044267944079323,20.445937393197624,8.27725449054946,12.612565677078887,58.47748390797669,2.7298963980784663,13.103091408140722
2025-05-04,18.419205215854976,21.68020227868708,12.302585240234448,11.966780241139837,58.56222004829244,7.081574420983564,15.733180383836562
2025-05-05,20.859895613792265,22.92276492956259,16.834121847381944,11.332723823267829,58.644599986238475,13.03385203528947,18.939435320154026
2025-05-06,23.341952566219984,24.17051958631108,21.691206247555673,10.710967031441406,58.72461548388965,20.055030009088444,22.522506814396316
2025-05-07,25.840576180528462,25.420347512108766,26.68020181313696,10.102069404805903,58.80225853976289,27.517927424812513,26.259616835376203
2025-05-08,28.3308010354986,26.669124788038907,31.60221303461182,9.506578910125917,58.87752138961731,34.755905882698656,29.918409982387395
2025-05-09,30.787745627538474,27.91373012126234,36.26101485688473,8.92503144865228,58.95039650723062,41.12241832362169,33.27140021862536
2025-05-10,33.186860978442326,29.15105264662393,40.47087555300098,8.357950373847029,59.02087660515181,46.04876315230753,36.11011485114511
2025-05-11,35.50417592066602,30.37799970219539,44.063961261990066,7.805846020400654,59.08895463542983,49.0948846571022,38.258056353187456
2025-05-12,37.71653660930938,31.591504559319482,46.89702699527228,7.2692152449653555,59.154623790318354,49.9886818760973,39.58167612554101
2025-05-13,39.80183786768061,32.78853408783446,48.857127362317456,6.748540979017513,59.21787750295663,48.6503145656727,39.99867790160901
2025-05-14,41.73924405491506,33.96609633732001,49.86611934694595,6.244291794252032,59.27870944802611,45.19933509167463,39.48313453067082
2025-05-15,43.50939724881121,35.121248015414956,49.883777622788976,5.756921480899404,59.33711354238298,39.94400917263151,38.06710000253764
2025-05-16,45.09461066379052,36.25110184451544,48.90939821011258,5.286868639345123,59.393083945666476,33.35377942121051,35.838616485717026
2025-05-17,46.47904537141242,37.352833778465225,46.98182654126806,4.834556285418987,59.446615060882905,26.017331433746623,32.93624029180036
2025-05-18,47.648868557711566,38.42369006120029,44.177908815888195,4.400391469709369,59.49770153496536,18.59000825917455,29.54042711509473
2025-05-19,48.59239173610262,39.460994109705005,40.609428385409785,3.9847649112451364,59.546338259308996,11.73527055624491,25.86231217157387
2025-05-20,49.3001875348744,40.4621532040756,36.41864930360482,3.588050645874972,59.59252037028192,6.065431628829348,22.130582833765672
2025-05-21,49.76518389237176,41.424664967969726,31.772644707696728,3.2106056896602944,59.636243249711505,2.086961302109156,18.577259957557736
2025-05-22,49.98273471869794,42.34612362324411,26.856636139608945,2.8527697175849447,59.677502525346256,0.15524448148635628,15.423271949153
2025-05-23,49.95066631790904,43.22422600314691,21.866609347589183,2.5148647578705585,59.71629407129299,0.44283567740913554,12.864718506821402
2025-05-24,49.66929910686534,44.05677730903528,17.001500952895046,2.197194902172992,59.75261400842945,2.9240452248645283,11.060678091454912
2025-05-25,49.14144441373193,44.84169659622883,12.455267474485646,1.9000460319203007,59.78645870479216,7.37723406464367,10.123317198353263
2025-05-26,48.372376388117075,45.577021975287636,8.409152894675813,1.6236855610387728,59.81782477593971,13.404612100404314,10.110916387815807
2025-05-27,47.36977930351259,46.260915515714125,5.024463033509601,1.3683621952984169,59.846709085291124,20.46777160325763,11.024246682179417
2025-05-28,46.14367077857334,46.89166783982207,2.4361347947453247,1.1343057084945904,59.87310874443952,27.935781570677392,12.806521627383951
2025-05-29,44.70630168438291,47.46770239529067,0.7473566573203669,0.9217267356670895,59.897021113441,35.141546913883396,15.346927999645008
2025-05-30,43.0720337377994,47.98757939572427,0.025454876326264753,0.7308165835427936,59.91844380107858,41.4413980753466,18.487515634993702
2025-05-31,41.257196003927916,48.449999419368474,0.2992093976784531,0.5617470583725748,59.93737466510136,46.27258811335296,22.033018005453066
2025-06-01,39.27992174149968,48.85380665698788,1.5577064924930006,0.41467031131723076,59.9538118124387,49.203561210304734,25.762992945989602
2025-06-02,37.15996722134496,49.197991800787165,3.7507738530168453,0.28971870152173906,59.967753599389575,49.972502268625526,29.44552868064078
2025-06-03,34.9185143282653,49.481694567155,6.7909808042101645,0.18700467700092105,59.9791986317869,48.51072407367515,32.851662973497966
2025-06-04,32.57795891864256,49.70420584692501,10.557123888856706,0.10662067344386728,59.98814576513698,44.94880291806588,35.769618891574666
2025-06-05,30.161687048444914,49.864969477779404,14.899058866923374,0.04863903102801714,59.99459410473392,39.60491461033214,38.01797206877466
2025-06-06,27.693841307486057,49.96358363436512,19.643686492602896,0.013111929317901172,59.998543005749156,32.95641277756221,39.45693079426132
2025-06-07,25.19907959464839,49.99980183264797,24.601853434997544,7.134030705202576e-05,59.999992073295864,25.59718828756847,39.997027583967196
2025-06-08,22.70232874430796,49.9735335459943,29.5758932245147,0.009528999645365133,59.9989411624685,18.184618746423155,39.60468183542467
2025-06-09,20.228535465645265,49.8848444314405,34.36750659123655,0.04147639607781173,59.99539037835727,11.38084691474237,38.30428770698237
2025-06-10,17.802417083373367,49.733956165584544,38.785667031042266,0.09588477910398296,59.98934007603763,5.793633466908329,36.17669740719023
2025-06-11,15.448214570399772,49.52124589050999,42.65423642950836,0.17270518485161546,59.98079086053477,1.9220675400910778,33.35419419607317
2025-06-12,13.189450340038347,49.247245271127156,45.818987132694495,0.2718684801407534,59.9697435867631,0.11198458803711375,30.012267652726308
2025-06-13,11.048693217830516,48.91263916628773,48.153750517013215,0.3932854246989592,59.95619935944082,0.5250739299717573,26.358702583256783
2025-06-14,9.047332941301246,48.518263916994314,49.56544693410352,0.5368467514715363,59.94015953297934,3.1244355252637455,22.620659967929363
2025-06-15,7.205366440771925,48.06510525598351,49.99779650268168,0.7024232649544793,59.92162571134797,7.677876144157608,19.030553191649936
2025-06-16,5.5411980366425375,47.55429584390733,49.43356280980647,0.8898659574617334,59.90059974791342,13.778650497457386,15.811597705367953
2025-06-17,4.071455549506332,46.98711243827162,47.895240072270475,1.0990061432220486,59.87708374525451,20.881794581821694,13.1639325704629
2025-06-18,2.810824160462385,46.36497270220701,45.44415636316104,1.3296556101847763,59.8510800549519,28.352805691141427,11.252176781265494
2025-06-19,1.7718996816407575,45.689431661049575,42.17802865511848,1.5816067893980197,59.82259127735296,35.52432065356912,10.195194053309333
2025-06-20,0.9650627030110783,44.96217781558725,38.2270671530006,1.8546329418066883,59.791620261311714,41.75572939608437,10.05870245320609
2025-06-21,0.3983748729589145,44.185028921687184,33.74878422391656,2.1484883623023237,59.75817010390395,46.490398734418655,10.85118836756386
2025-06-22,0.07749834896009844,43.359927446852836,28.92171487621025,2.4629086008411285,59.72224415011753,49.30539475761347,12.523378860571025
2025-06-23,0.005639223174721764,42.4889357150667,23.93829913207621,2.7976107004311324,59.68384599251791,49.949262254682026,14.971305226495437
2025-06-24,0.18351548823418184,41.57423075205455,18.997210051155463,3.1522934517744403,59.64297947088883,48.364486459710434,18.042767260242588
2025-06-25,0.6093498632960603,40.61809884385481,14.295433262596225,3.526637664335201,59.59964867184843,44.69263067460295,21.54679632893869
2025-06-26,1.2788875520468999,39.62292982229404,10.020413769643369,3.9203064535895713,59.553857928440465,39.261690840934456,25.265528876581204
2025-06-27,2.1854387552203853,38.59121109165221,6.342583108877093,4.332945544199092,59.50561181970114,32.55679663934317,28.967752124746113
2025-06-28,3.3199455128604676,37.525521411447116,3.4085647826760983,4.764183588834513,59.45491517020112,25.176876299998273,32.42327976328942
2025-06-29,4.671072208462839,36.428524450878854,1.3353288428759313,5.21363250236335,59.401773049563104,17.781156127556585,35.41726382022264
2025-06-30,6.2253188307080976,35.30296213104391,0.2055286639221059,5.680887811100309,59.34619077195488,11.030273778709592,37.76355286801178
2025-07-01,7.967155861112502,34.15164777156028,0.06420581365880196,6.165529016806339,59.28817389555788,5.527265467856569,39.316266017731635
2025-07-02,9.879179439842897,32.9774590587338,0.9169943881559774,6.667119975108587,59.22772822201141,1.7636985380646024,39.97886308617656
2025-07-03,11.942285259331712,31.78333085284082,2.7298963980784663,7.185209288000962,59.16485979583244,0.0757612143243982,39.71014699686739
2025-07-04,14.135859448202662,30.57224785250615,5.430637161233751,7.719330710071823,59.0995749038112,0.6142319106641878,38.52682521473214
2025-07-05,16.437984538259688,29.347237134510838,8.911546666075012,8.26900356809345,59.0318800743825,3.3310106434810187,36.50247095685807
2025-07-06,18.825658456584478,28.111360587676543,13.033852035289625,8.833733193595414,58.96178207697285,7.983415659821802,33.76294876619929
2025-07-07,21.27502435464503,26.86770725973837,17.63320996249356,9.41301136803285,58.8892879213236,14.1558614756079,30.47858886391084
2025-07-08,23.761608978040815,25.619385636333945,22.526258561242763,10.006316780148905,58.814404856789885,21.296981889209093,26.85359684117836
2025-07-09,26.26056719517037,24.36951587140849,27.51792742481269,10.61311549511957,58.737140371615766,28.76888188212905,23.11335714461181
2025-07-10,28.746930241573807,23.121221988454767,32.409214467734635,11.23286143505906,58.65750219218536,35.90411888119562,19.49041976298713
2025-07-11,31.195855199573995,21.877624072081193,37.005119510956476,11.864996870453002,58.575498282250265,42.065323415810106,16.210041395281692
2025-07-12,33.58287322049747,20.641830469425464,41.122418323621815,12.50895292207744,58.49113684213312,46.70213343451045,13.476180080144998
2025-07-13,35.88413400932233,19.416930020905404,44.59696719495732,13.164150072951623,58.404426307907656,49.400356507911255,11.458814072910151
2025-07-14,38.07664412894248,18.205984339726395,47.290246826036096,13.82999868986423,58.315375350555016,49.91896840485164,10.283373420953545
2025-07-15,40.13849674299003,17.01202015944316,49.0948846571022,14.505899554003507,58.223992875096734,48.21164306913447,10.022941330859565
2025-07-16,42.04909050170339,15.83802176870179,49.93893547269513,15.191244400213654,58.13028801970421,44.430890788155665,10.693710208607921
2025-07-17,43.78933538380377,14.686923552072642,49.7887496303535,15.885416464392467,58.034270154784885,38.914434903144986,12.25397489419649
2025-07-18,45.34184343767764,13.561602655616966,48.6503145656727,16.587791038537375,57.935948882045246,32.15504398891884,14.606725686494565
2025-07-19,46.691102516041724,12.464871795520027,46.56901609214188,17.29773603294055,57.83533403353063,24.756514304681165,17.605679936600332
2025-07-20,47.823631268190695,11.399472227765756,43.62782901198372,18.014612545026853,57.73243567064205,17.379734472444582,21.064377194441068
2025-07-21,48.72811384119737,10.368066896424091,39.94400917263137,18.737775434323105,57.62726408313002,10.683650264719645,24.76777241645218
2025-07-22,49.395512944174406,9.373233777677914,35.66441884611417,19.46657390304101,57.51982978806568,5.266402941161331,28.48560642483227
2025-07-23,49.81916014589768,8.417459436225052,30.9596717937223,20.200352081751124,57.41014352878899,1.6118990712596215,31.986722307976653
2025-07-24,49.99482250356674,7.503132810161407,26.017331433746445,20.938449619621146,57.29821627383449,0.046584601682418736,35.05343763765062
2025-07-25,49.92074485696998,6.6325392398801135,21.034433279882276,21.68020227868706,57.18405921583439,0.7102844120972698,37.495078908049365
2025-07-26,49.597667365465405,5.807854755910437,16.209629757079593,22.424942531622555,57.067683770399356,3.543712175104556,39.15983669087679
2025-07-27,49.028818112552884,5.031140639974964,11.735270556244759,23.17200016246842,56.94910157497695,8.29376622729449,39.94420441031998
2025-07-28,48.21988085193101,4.304338272858658,7.789734259058239,23.920702869781785,56.82832448768791,14.536138387039363,39.79941388060728
2025-07-29,47.17893821730874,3.629264281967906,4.530316946828808,24.670376871661947,56.70536458614032,21.713216140661327,38.73446747559468
2025-07-30,45.9163909634014,3.007606000708247,2.086961302109156,25.420347512108744,56.58023416622184,29.18389250757017,36.815578404761766
2025-07-31,44.44485404502732,2.4409172510294077,0.557076203999479,26.169939868167248,56.45294574087022,36.28083421746054,34.16205389654477
2025-08-01,42.7790305726495,1.9306144596798163,0.0016533435299059818,26.91847935731295,56.3235120388219,42.370092603863355,30.93887725272751
2025-08-02,40.935564903755974,1.4779731178773048,0.44283567740913554,27.665292344530567,56.19194600333925,46.90773235046252,27.346449985820183
2025-08-03,38.93287633794146,1.0841245932452885,1.863034658216801,28.40970674853994,56.05826079091614,49.488419612925235,23.60813182364037
